ANO,BIMESTRE,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO,CD_RECEBIMENTO,MES
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2017,Manutencao da Tributacao.( META 04.09),3.3.90.36,1,Recurso Livre,800.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,279.0,279.0,279.0,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2017,Manutencao da Tributacao.( META 04.09),3.3.90.38,1,Recurso Livre,11000.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2017,Manutencao da Tributacao.( META 04.09),3.3.90.39,1,Recurso Livre,41530.0,0.0,0.0,0.0,0.0,15506.9,0.0,0.0,20401.2,20401.2,20401.2,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2017,Manutencao da Tributacao.( META 04.09),3.3.90.93,1,Recurso Livre,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.86,145.86,145.86,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2018,Manutencao das Atividades da Secretaria da Fazenda (META 04.09),3.1.90.09,1,Recurso Livre,3489.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.87,3114.87,3114.87,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2018,Manutencao das Atividades da Secretaria da Fazenda (META 04.09),3.1.90.11,1,Recurso Livre,186153.23,0.0,25400.0,0.0,0.0,25845.2,0.0,0.0,181148.84,181148.84,181148.84,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2018,Manutencao das Atividades da Secretaria da Fazenda (META 04.09),3.2.90.92,1,Recurso Livre,2000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2018,Manutencao das Atividades da Secretaria da Fazenda (META 04.09),3.3.90.14,1,Recurso Livre,4800.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,5306.93,5306.93,5306.93,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2018,Manutencao das Atividades da Secretaria da Fazenda (META 04.09),3.3.90.30,1,Recurso Livre,10000.0,0.0,0.0,0.0,0.0,2900.85,0.0,0.0,5161.75,5161.75,5132.75,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL  DA FAZENDA,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2018,Manutencao das Atividades da Secretaria da Fazenda (META 04.09),3.3.90.39,1,Recurso Livre,11080.0,0.0,649.5,0.0,0.0,880.0,0.0,0.0,8193.17,8193.17,8193.17,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,Manutencao da Unidade -  DMER( META 05.30 E 05.11),3.1.90.09,1,Recurso Livre,8252.94,0.0,300.0,0.0,0.0,0.0,0.0,0.0,7877.79,7877.79,7877.79,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,Manutencao da Unidade -  DMER( META 05.30 E 05.11),3.1.90.11,1,Recurso Livre,339682.95,0.0,1768.15,0.0,0.0,29000.0,0.0,0.0,312451.1,312451.1,312451.1,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,Manutencao da Unidade -  DMER( META 05.30 E 05.11),3.3.90.14,1,Recurso Livre,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.73,211.73,211.73,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,Manutencao da Unidade -  DMER( META 05.30 E 05.11),3.3.90.30,1,Recurso Livre,220000.0,0.0,76390.16,0.0,0.0,4000.0,0.0,0.0,289996.56,289996.56,271564.76,0.0,0.0,0.0,,
2004,6.0,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,5,SECRETARIA MUNICIPAL DE OBRAS  PUBLICAS HABITACAO E SANEAMENTO,1,DEPARTAMENTO MUNICIPAL DE ESTRADAS E RODAGEM,PRM,4,ADMINISTRACAO,122,ADMINISTRACAO GERAL,16,ADMINISTRACAO GOVERNAMENTAL,2022,Manutencao da Unidade -  DMER( META 05.30 E 05.11),3.3.90.39,1,Recurso Livre,43500.0,0.0,13000.0,0.0,0.0,3500.0,0.0,0.0,48628.53,48628.53,47187.73,0.0,0.0,0.0,,
