ANO,MES,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_RECEBIMENTO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.1.90.05,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,900.00,0.00,0.00,0.00,0.00,549.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.1.90.11,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,389112.07,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,393182.30,393182.30,393182.30,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.14,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,15464.10,0.00,800.00,0.00,0.00,0.00,0.00,0.00,16085.00,16085.00,16085.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,23997.89,0.00,8481.92,0.00,0.00,0.00,0.00,0.00,32158.84,31105.81,30855.81,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.33,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,3826.00,0.00,0.00,0.00,0.00,3311.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.36,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1000.00,0.00,0.00,0.00,0.00,971.00,0.00,0.00,12.60,12.60,6.30,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,87718.33,0.00,14711.37,0.00,0.00,0.00,0.00,0.00,102394.70,102394.70,95344.16,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.47,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.60,170.60,150.60,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2006,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO PREFEITO E ORGAOS INTERLIGADOS,3.3.90.93,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,7720.00,0.00,730.00,0.00,0.00,0.00,0.00,0.00,8450.00,8450.00,8450.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2007,RECEPÇÃO A AUTORIDADES,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,919.58,919.58,919.58,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2007,RECEPÇÃO A AUTORIDADES,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2009,MANUTENCAO DAS ASSESSORIAS E CONSULTORIAS,3.3.90.35,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,28500.00,0.00,303.20,0.00,0.00,0.00,0.00,0.00,26503.20,24167.04,24167.04,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2009,MANUTENCAO DAS ASSESSORIAS E CONSULTORIAS,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,72133.26,0.00,199.24,0.00,0.00,2880.00,0.00,0.00,69452.50,69452.50,68590.50,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2010,MANUTENCAO DO SISTEMA DE CONTROLE INTERNO,3.1.90.05,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,5159.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4466.28,4466.28,4466.28,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2010,MANUTENCAO DO SISTEMA DE CONTROLE INTERNO,3.1.90.11,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,156067.17,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,143699.46,143699.46,143699.46,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2010,MANUTENCAO DO SISTEMA DE CONTROLE INTERNO,3.3.90.14,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,2600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2081.00,2081.00,2081.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2010,MANUTENCAO DO SISTEMA DE CONTROLE INTERNO,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,530.30,0.00,700.00,0.00,0.00,0.00,0.00,0.00,744.60,744.60,744.60,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,2,GABINETE DO PREFEIT0,1,GABINETE DO PREFEITO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2010,MANUTENCAO DO SISTEMA DE CONTROLE INTERNO,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,898.57,898.57,898.57,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.1.90.05,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,8700.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8525.08,8525.08,8525.08,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.1.90.08,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.1.90.11,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,469985.82,0.00,45000.00,0.00,0.00,0.00,0.00,0.00,514184.72,514184.72,514184.72,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.14,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,4300.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,4307.00,4307.00,4307.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.30,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,17282.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,9720.95,9720.95,9720.95,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.33,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.36,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,380.00,0.00,1700.00,0.00,0.00,0.00,0.00,0.00,1910.80,1910.80,1910.80,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,132076.68,0.00,9000.00,0.00,0.00,3000.00,0.00,0.00,132699.76,117417.76,111284.77,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.40,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,74209.50,0.00,0.00,0.00,0.00,14000.00,0.00,0.00,52578.27,52578.27,48247.40,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.47,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.92,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1500.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,190.00,190.00,190.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2015,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO,3.3.90.93,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,1800.00,1800.00,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2016,CONTRIBUIÇÃO PARA PASEP,3.3.90.47,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,402631.99,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,422851.72,422851.72,392082.29,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,3,SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO,1,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2017,DIVULGAÇÃO DOS ATOS OFICIAIS,3.3.90.39,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,34978.90,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,22528.62,22528.62,20936.62,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL DA FAZENDA,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2019,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DA FAZENDA,3.1.90.05,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,1350.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,1416.18,1416.18,1416.18,0.00,0.00,0.00
2019,12,59,CRISSIUMAL,45900,PM DE CRISSIUMAL,207262,4,SECRETARIA MUNICIPAL DA FAZENDA,1,SECRETARIA MUNICIPAL DA FAZENDA,PRM,4,Administração,122,Administração Geral,20,Apoio Administrativo ao Poder Executivo,2019,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DA FAZENDA,3.1.90.11,1,MAPA Convenio nº 850531/2017 - Contrato Reforma 1044033-71/2017,339784.24,0.00,0.00,0.00,0.00,15000.00,0.00,0.00,318537.32,318537.32,318537.32,0.00,0.00,0.00
